"","speciesId","species_lsid","family","genus","species","subspecies","author","year","parentheses","distribution"
"199",207,"urn:lsid:nmbe.ch:spidersp:020943","Agelenidae","Calilena","gertschi","","Chamberlin & Ivie",1941,0,"USA"
"200",208,"urn:lsid:nmbe.ch:spidersp:020944","Agelenidae","Calilena","gosoga","","Chamberlin & Ivie",1941,0,"USA"
"201",209,"urn:lsid:nmbe.ch:spidersp:020945","Agelenidae","Calilena","magna","","Chamberlin & Ivie",1941,0,"USA"
"202",210,"urn:lsid:nmbe.ch:spidersp:020946","Agelenidae","Calilena","nita","","Chamberlin & Ivie",1941,0,"USA"
"203",211,"urn:lsid:nmbe.ch:spidersp:020947","Agelenidae","Calilena","peninsulana","","Banks",1898,1,"Mexico"
"204",212,"urn:lsid:nmbe.ch:spidersp:020948","Agelenidae","Calilena","restricta","","Chamberlin & Ivie",1941,0,"USA"
"205",213,"urn:lsid:nmbe.ch:spidersp:020949","Agelenidae","Calilena","restricta","dixiana","Chamberlin & Ivie",1941,0,"USA"
"206",214,"urn:lsid:nmbe.ch:spidersp:020950","Agelenidae","Calilena","saylori","","Chamberlin & Ivie",1941,0,"USA"
"207",215,"urn:lsid:nmbe.ch:spidersp:020951","Agelenidae","Calilena","siva","","Chamberlin & Ivie",1941,0,"USA"
"208",216,"urn:lsid:nmbe.ch:spidersp:020952","Agelenidae","Calilena","stylophora","","Chamberlin & Ivie",1941,0,"USA"
"209",217,"urn:lsid:nmbe.ch:spidersp:020953","Agelenidae","Calilena","stylophora","laguna","Chamberlin & Ivie",1941,0,"USA"
"210",218,"urn:lsid:nmbe.ch:spidersp:020954","Agelenidae","Calilena","stylophora","oregona","Chamberlin & Ivie",1941,0,"USA"
"211",219,"urn:lsid:nmbe.ch:spidersp:020955","Agelenidae","Calilena","stylophora","pomona","Chamberlin & Ivie",1941,0,"USA"
"212",220,"urn:lsid:nmbe.ch:spidersp:020956","Agelenidae","Calilena","umatilla","","Chamberlin & Ivie",1941,0,"USA"
"213",221,"urn:lsid:nmbe.ch:spidersp:020957","Agelenidae","Calilena","umatilla","schizostyla","Chamberlin & Ivie",1941,0,"USA"
"214",222,"urn:lsid:nmbe.ch:spidersp:020958","Agelenidae","Calilena","yosemita","","Chamberlin & Ivie",1941,0,"USA"
"215",223,"urn:lsid:nmbe.ch:spidersp:043029","Agelenidae","Coelotes","acerbus","","Liu, Li & Pham",2010,0,"Vietnam"
"216",224,"urn:lsid:nmbe.ch:spidersp:042805","Agelenidae","Sinocoelotes","acicularis","","Wang, Griswold & Ubick",2009,1,"China"
"217",225,"urn:lsid:nmbe.ch:spidersp:037108","Agelenidae","Coelotes","aguniensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"218",226,"urn:lsid:nmbe.ch:spidersp:037109","Agelenidae","Griseidraconarius","akakinaensis","","Shimojana",2000,1,"Japan (Ryukyu Is.)"
"219",227,"urn:lsid:nmbe.ch:spidersp:042598","Agelenidae","Coelotes","albimontanus","","Nishikawa",2009,0,"Japan"
"220",228,"urn:lsid:nmbe.ch:spidersp:022713","Agelenidae","Coelotes","alpinus","","Polenec",1972,0,"Italy, Austria, Slovenia"
"221",229,"urn:lsid:nmbe.ch:spidersp:022714","Agelenidae","Coelotes","amamiensis","","Shimojana",1989,0,"Japan (Ryukyu Is.)"
"222",230,"urn:lsid:nmbe.ch:spidersp:022715","Agelenidae","Coelotes","amplilamnis","","Saito",1936,0,"China"
"223",231,"urn:lsid:nmbe.ch:spidersp:022718","Agelenidae","Coelotes","antri","","Komatsu",1961,1,"Japan"
"224",232,"urn:lsid:nmbe.ch:spidersp:022720","Agelenidae","Coelotes","arganoi","","Brignoli",1978,0,"Turkey"
"225",233,"urn:lsid:nmbe.ch:spidersp:042608","Agelenidae","Coelotes","aritai","","Nishikawa",2009,0,"Japan"
"226",234,"urn:lsid:nmbe.ch:spidersp:022723","Agelenidae","Coelotes","atropos","","Walckenaer",1830,1,"Europe"
"227",237,"urn:lsid:nmbe.ch:spidersp:040270","Agelenidae","Aeolocoelotes","bifurcatus","","Okumura & Ono",2006,1,"Japan"
"228",238,"urn:lsid:nmbe.ch:spidersp:022731","Agelenidae","Coelotes","brachiatus","","Wang, Yin, Peng & Xie",1990,0,"China"
"229",239,"urn:lsid:nmbe.ch:spidersp:040271","Agelenidae","Coelotes","brevis","","Xu & Li",2007,0,"China"
"230",240,"urn:lsid:nmbe.ch:spidersp:040272","Agelenidae","Coelotes","capacilimbus","","Xu & Li",2006,0,"China"
"231",241,"urn:lsid:nmbe.ch:spidersp:022736","Agelenidae","Coelotes","caudatus","","de Blauwe",1973,0,"Lebanon"
"232",242,"urn:lsid:nmbe.ch:spidersp:037806","Agelenidae","Draconarius","cavernalis","","Huang, Peng & Li",2002,1,"China"
"233",243,"urn:lsid:nmbe.ch:spidersp:022737","Agelenidae","Coelotes","cavicola","","Komatsu",1961,1,"Japan"
"234",244,"urn:lsid:nmbe.ch:spidersp:022739","Agelenidae","Coelotes","charitonovi","","Spassky",1939,0,"Central Asia"
"235",245,"urn:lsid:nmbe.ch:spidersp:037807","Agelenidae","Coelotes","chenzhou","","Zhang & Yin",2001,0,"China"
"236",246,"urn:lsid:nmbe.ch:spidersp:022743","Agelenidae","Coelotes","coenobita","","Brignoli",1978,0,"Turkey"
"237",247,"urn:lsid:nmbe.ch:spidersp:040273","Agelenidae","Coelotes","colosseus","","Xu & Li",2007,0,"China"
"238",248,"urn:lsid:nmbe.ch:spidersp:040274","Agelenidae","Coelotes","conversus","","Xu & Li",2006,0,"China"
"239",249,"urn:lsid:nmbe.ch:spidersp:042626","Agelenidae","Aeolocoelotes","cornutus","","Nishikawa",2009,1,"Japan"
"240",250,"urn:lsid:nmbe.ch:spidersp:037808","Agelenidae","Coelotes","curvilamnis","","Ovtchinnikov",2000,0,"Kyrgyzstan"
"241",251,"urn:lsid:nmbe.ch:spidersp:037407","Agelenidae","Coelotes","curvilamnis","alatauensis","Ovtchinnikov",2000,0,"Kazakhstan, Kyrgyzstan"
"242",252,"urn:lsid:nmbe.ch:spidersp:037409","Agelenidae","Coelotes","curvilamnis","boomensis","Ovtchinnikov",2000,0,"Kyrgyzstan"
"243",253,"urn:lsid:nmbe.ch:spidersp:022748","Agelenidae","Coelotes","cylistus","","Peng & Wang",1997,0,"China"
"244",254,"urn:lsid:nmbe.ch:spidersp:022750","Agelenidae","Griseidraconarius","decolor","","Nishikawa",1973,1,"Japan"
"245",255,"urn:lsid:nmbe.ch:spidersp:042599","Agelenidae","Coelotes","doii","","Nishikawa",2009,0,"Japan"
"246",256,"urn:lsid:nmbe.ch:spidersp:042607","Agelenidae","Coelotes","dormans","","Nishikawa",2009,0,"Japan"
"247",257,"urn:lsid:nmbe.ch:spidersp:022757","Agelenidae","Coelotes","eharai","","Arita",1976,0,"Japan"
"248",258,"urn:lsid:nmbe.ch:spidersp:042600","Agelenidae","Coelotes","enasanus","","Nishikawa",2009,0,"Japan"
"249",259,"urn:lsid:nmbe.ch:spidersp:042627","Agelenidae","Coelotes","exilis","","Nishikawa",2009,0,"Japan"
"250",260,"urn:lsid:nmbe.ch:spidersp:022759","Agelenidae","Coelotes","exitialis","","L. Koch",1878,0,"Japan"
"251",261,"urn:lsid:nmbe.ch:spidersp:038746","Agelenidae","Iwogumoa","filamentacea","","Tang, Yin & Zhang",2002,1,"China"
"252",262,"urn:lsid:nmbe.ch:spidersp:043275","Agelenidae","Sinocoelotes","forficatus","","Liu & Li",2010,1,"China"
"253",263,"urn:lsid:nmbe.ch:spidersp:043030","Agelenidae","Coelotes","furvus","","Liu, Li & Pham",2010,0,"Vietnam"
"254",264,"urn:lsid:nmbe.ch:spidersp:022763","Agelenidae","Coelotes","galeiformis","","Wang, Yin, Peng & Xie",1990,0,"China"
"255",265,"urn:lsid:nmbe.ch:spidersp:042610","Agelenidae","Coelotes","gifuensis","","Nishikawa",2009,0,"Japan"
"256",266,"urn:lsid:nmbe.ch:spidersp:022926","Agelenidae","Coelotes","globasus","","Wang, Peng & Kim",1996,1,"China"
"257",267,"urn:lsid:nmbe.ch:spidersp:041555","Agelenidae","Coelotes","gotoensis","","Okumura",2007,0,"Japan"
"258",268,"urn:lsid:nmbe.ch:spidersp:038747","Agelenidae","Sinocoelotes","guangxian","","Zhang, Yang, Zhu & Song",2003,1,"China"
"259",269,"urn:lsid:nmbe.ch:spidersp:022766","Agelenidae","Coelotes","guttatus","","Wang, Yin, Peng & Xie",1990,0,"China"
"260",270,"urn:lsid:nmbe.ch:spidersp:042640","Agelenidae","Coelotes","hachijoensis","","Ono",2008,0,"Japan"
"261",271,"urn:lsid:nmbe.ch:spidersp:022770","Agelenidae","Curticoelotes","hamamurai","","Yaginuma",1967,1,"Japan"
"262",272,"urn:lsid:nmbe.ch:spidersp:042615","Agelenidae","Coelotes","hataensis","","Nishikawa",2009,0,"Japan"
"263",273,"urn:lsid:nmbe.ch:spidersp:038748","Agelenidae","Draconarius","hengshanensis","","Tang & Yin",2003,1,"China"
"264",274,"urn:lsid:nmbe.ch:spidersp:022772","Agelenidae","Coelotes","hexommatus","","Komatsu",1957,1,"Japan"
"265",275,"urn:lsid:nmbe.ch:spidersp:042605","Agelenidae","Coelotes","hikonensis","","Nishikawa",2009,0,"Japan"
"266",276,"urn:lsid:nmbe.ch:spidersp:040275","Agelenidae","Curticoelotes","hiradoensis","","Okumura & Ono",2006,1,"Japan"
"267",277,"urn:lsid:nmbe.ch:spidersp:022773","Agelenidae","Coelotes","hiratsukai","","Arita",1976,0,"Japan"
"268",278,"urn:lsid:nmbe.ch:spidersp:042606","Agelenidae","Coelotes","hiruzenensis","","Nishikawa",2009,0,"Japan"
"269",279,"urn:lsid:nmbe.ch:spidersp:042612","Agelenidae","Coelotes","hiurai","","Nishikawa",2009,0,"Japan"
"270",280,"urn:lsid:nmbe.ch:spidersp:042628","Agelenidae","Coelotes","ibukiensis","","Nishikawa",2009,0,"Japan"
"271",281,"urn:lsid:nmbe.ch:spidersp:022777","Agelenidae","Coelotes","icohamatus","","Zhu & Wang",1991,0,"China"
"272",282,"urn:lsid:nmbe.ch:spidersp:041556","Agelenidae","Coelotes","iharai","","Okumura",2007,0,"Japan"
"273",283,"urn:lsid:nmbe.ch:spidersp:037110","Agelenidae","Coelotes","iheyaensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"274",284,"urn:lsid:nmbe.ch:spidersp:042616","Agelenidae","Coelotes","ikiensis","","Nishikawa",2009,0,"Japan"
"275",285,"urn:lsid:nmbe.ch:spidersp:022781","Agelenidae","Dichodactylus","inabaensis","","Arita",1974,1,"Japan"
"276",286,"urn:lsid:nmbe.ch:spidersp:040276","Agelenidae","Draconarius","indistinctus","","Xu & Li",2006,1,"China"
"277",287,"urn:lsid:nmbe.ch:spidersp:037111","Agelenidae","Coelotes","insulanus","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"278",288,"urn:lsid:nmbe.ch:spidersp:046504","Agelenidae","Griseidraconarius","iriei","","Okumura",2013,1,"Japan"
"279",289,"urn:lsid:nmbe.ch:spidersp:022787","Agelenidae","Coelotes","italicus","","Kritscher",1956,0,"Italy"
"280",291,"urn:lsid:nmbe.ch:spidersp:037112","Agelenidae","Coelotes","izenaensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"281",293,"urn:lsid:nmbe.ch:spidersp:022790","Agelenidae","Coelotes","juglandicola","","Ovtchinnikov",1984,0,"Kyrgyzstan"
"282",294,"urn:lsid:nmbe.ch:spidersp:042596","Agelenidae","Coelotes","kagaensis","","Nishikawa",2009,0,"Japan"
"283",295,"urn:lsid:nmbe.ch:spidersp:037113","Agelenidae","Coelotes","kakeromaensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"284",296,"urn:lsid:nmbe.ch:spidersp:042611","Agelenidae","Coelotes","katsurai","","Nishikawa",2009,0,"Japan"
"285",297,"urn:lsid:nmbe.ch:spidersp:037114","Agelenidae","Coelotes","keramaensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"286",298,"urn:lsid:nmbe.ch:spidersp:042489","Agelenidae","Coelotes","kimi","","Kim & Park",2009,0,"Korea"
"287",299,"urn:lsid:nmbe.ch:spidersp:022793","Agelenidae","Curticoelotes","kintaroi","","Nishikawa",1983,1,"Japan"
"288",300,"urn:lsid:nmbe.ch:spidersp:039252","Agelenidae","Coelotes","kirgisicus","","Ovtchinnikov",2000,0,"Kyrgyzstan"
"289",301,"urn:lsid:nmbe.ch:spidersp:022794","Agelenidae","Coelotes","kitazawai","","Yaginuma",1972,0,"Japan"
"290",302,"urn:lsid:nmbe.ch:spidersp:046503","Agelenidae","Coelotes","koshikiensis","","Okumura",2013,0,"Japan"
"291",303,"urn:lsid:nmbe.ch:spidersp:037115","Agelenidae","Coelotes","kumejimanus","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"292",304,"urn:lsid:nmbe.ch:spidersp:022797","Agelenidae","Coelotes","kumensis","","Shimojana",1989,0,"Japan (Ryukyu Is.)"
"293",305,"urn:lsid:nmbe.ch:spidersp:042629","Agelenidae","Coelotes","lamellatus","","Nishikawa",2009,0,"Japan"
"294",306,"urn:lsid:nmbe.ch:spidersp:022802","Agelenidae","Coelotes","luculli","","Brignoli",1978,0,"Turkey"
"295",307,"urn:lsid:nmbe.ch:spidersp:022806","Agelenidae","Coelotes","maculatus","","Zhang, Peng & Kim",1997,0,"China"
"296",308,"urn:lsid:nmbe.ch:spidersp:022809","Agelenidae","Coelotes","mastrucatus","","Wang, Yin, Peng & Xie",1990,0,"China"
"297",309,"urn:lsid:nmbe.ch:spidersp:022810","Agelenidae","Coelotes","mediocris","","Kulczyński",1887,0,"Switzerland, Italy, Ukraine?"
"298",310,"urn:lsid:nmbe.ch:spidersp:022812","Agelenidae","Coelotes","micado","","Strand",1907,0,"Japan"
"299",311,"urn:lsid:nmbe.ch:spidersp:022815","Agelenidae","Coelotes","microps","","Schenkel",1963,0,"China"
"300",312,"urn:lsid:nmbe.ch:spidersp:042601","Agelenidae","Coelotes","minobusanus","","Nishikawa",2009,0,"Japan"
"301",313,"urn:lsid:nmbe.ch:spidersp:042603","Agelenidae","Coelotes","minoensis","","Nishikawa",2009,0,"Japan"
"302",314,"urn:lsid:nmbe.ch:spidersp:037116","Agelenidae","Coelotes","miyakoensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"303",315,"urn:lsid:nmbe.ch:spidersp:022816","Agelenidae","Coelotes","modestus","","Simon",1880,0,"China, Japan"
"304",316,"urn:lsid:nmbe.ch:spidersp:042619","Agelenidae","Aeolocoelotes","mohrii","","Nishikawa",2009,1,"Japan"
"305",317,"urn:lsid:nmbe.ch:spidersp:037117","Agelenidae","Coelotes","motobuensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"306",318,"urn:lsid:nmbe.ch:spidersp:040279","Agelenidae","Coelotes","multannulatus","","Zhang, Zhu, Sun & Song",2006,0,"China"
"307",319,"urn:lsid:nmbe.ch:spidersp:022820","Agelenidae","Coelotes","musashiensis","","Nishikawa",1989,0,"Japan"
"308",320,"urn:lsid:nmbe.ch:spidersp:042618","Agelenidae","Coelotes","nagaraensis","","Nishikawa",2009,0,"Japan"
"309",321,"urn:lsid:nmbe.ch:spidersp:037118","Agelenidae","Coelotes","nasensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"310",322,"urn:lsid:nmbe.ch:spidersp:042624","Agelenidae","Coelotes","nazuna","","Nishikawa",2009,0,"Japan"
"311",323,"urn:lsid:nmbe.ch:spidersp:022824","Agelenidae","Coelotes","nenilini","","Ovtchinnikov",1999,0,"Uzbekistan"
"312",324,"urn:lsid:nmbe.ch:spidersp:022826","Agelenidae","Coelotes","ningmingensis","","Peng, Yan, Liu & Kim",1998,0,"China"
"313",325,"urn:lsid:nmbe.ch:spidersp:042609","Agelenidae","Coelotes","notoensis","","Nishikawa",2009,0,"Japan"
"314",326,"urn:lsid:nmbe.ch:spidersp:022828","Agelenidae","Coelotes","obako","","Nishikawa",1983,0,"Japan"
"315",328,"urn:lsid:nmbe.ch:spidersp:042594","Agelenidae","Coelotes","ogatai","","Nishikawa",2009,0,"Japan"
"316",329,"urn:lsid:nmbe.ch:spidersp:022830","Agelenidae","Coelotes","okinawensis","","Shimojana",1989,0,"Japan (Ryukyu Is.)"
"317",330,"urn:lsid:nmbe.ch:spidersp:042625","Agelenidae","Coelotes","osamui","","Nishikawa",2009,0,"Japan"
"318",331,"urn:lsid:nmbe.ch:spidersp:022832","Agelenidae","Coelotes","osellai","","de Blauwe",1973,0,"Italy"
"319",332,"urn:lsid:nmbe.ch:spidersp:037119","Agelenidae","Coelotes","oshimaensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"320",333,"urn:lsid:nmbe.ch:spidersp:046505","Agelenidae","Curticoelotes","oxyacanthus","","Okumura",2013,1,"Japan"
"321",334,"urn:lsid:nmbe.ch:spidersp:022833","Agelenidae","Coelotes","pabulator","","Simon",1875,0,"France, Switzerland, Italy"
"322",335,"urn:lsid:nmbe.ch:spidersp:039253","Agelenidae","Coelotes","pastoralis","","Ovtchinnikov",2000,0,"Kazakhstan, Kyrgyzstan"
"323",336,"urn:lsid:nmbe.ch:spidersp:040280","Agelenidae","Coelotes","pedodentalis","","Zhang, Zhu, Sun & Song",2006,0,"China"
"324",337,"urn:lsid:nmbe.ch:spidersp:043031","Agelenidae","Coelotes","perbrevis","","Liu, Li & Pham",2010,0,"Vietnam"
"325",338,"urn:lsid:nmbe.ch:spidersp:022846","Agelenidae","Aeolocoelotes","personatus","","Nishikawa",1973,1,"Japan"
"326",339,"urn:lsid:nmbe.ch:spidersp:022848","Agelenidae","Coelotes","phthisicus","","Brignoli",1978,0,"Turkey"
"327",340,"urn:lsid:nmbe.ch:spidersp:022841","Agelenidae","Coelotes","pickardi","","O. Pickard-Cambridge",1873,0,"Switzerland, Italy"
"328",341,"urn:lsid:nmbe.ch:spidersp:022838","Agelenidae","Coelotes","pickardi","carpathensis","Ovtchinnikov",1999,0,"Ukraine"
"329",342,"urn:lsid:nmbe.ch:spidersp:022837","Agelenidae","Coelotes","pickardi","pastor","Simon",1875,0,"France"
"330",343,"urn:lsid:nmbe.ch:spidersp:022843","Agelenidae","Coelotes","pickardi","tirolensis","Kulczyński",1906,1,"Switzerland, Italy, Ukraine?"
"331",344,"urn:lsid:nmbe.ch:spidersp:022849","Agelenidae","Iwogumoa","plancyi","","Simon",1880,1,"China, Japan"
"332",345,"urn:lsid:nmbe.ch:spidersp:022851","Agelenidae","Coelotes","poleneci","","Wiehle",1964,0,"Austria, Slovenia"
"333",346,"urn:lsid:nmbe.ch:spidersp:043032","Agelenidae","Coelotes","polyedricus","","Liu, Li & Pham",2010,0,"Vietnam"
"334",347,"urn:lsid:nmbe.ch:spidersp:022852","Agelenidae","Coelotes","poweri","","Simon",1875,0,"France"
"335",348,"urn:lsid:nmbe.ch:spidersp:040281","Agelenidae","Coelotes","processus","","Xu & Li",2007,0,"China"
"336",349,"urn:lsid:nmbe.ch:spidersp:037816","Agelenidae","Coelotes","progressoridentes","","Ovtchinnikov",2000,0,"Kyrgyzstan"
"337",350,"urn:lsid:nmbe.ch:spidersp:022853","Agelenidae","Draconarius","prolixus","","Wang, Yin, Peng & Xie",1990,1,"China"
"338",351,"urn:lsid:nmbe.ch:spidersp:042806","Agelenidae","Sinocoelotes","pseudoguangxian","","Wang, Griswold & Ubick",2009,1,"China"
"339",352,"urn:lsid:nmbe.ch:spidersp:022855","Agelenidae","Sinocoelotes","pseudoterrestris","","Schenkel",1963,1,"China"
"340",353,"urn:lsid:nmbe.ch:spidersp:042807","Agelenidae","Sinocoelotes","pseudoyunnanensis","","Wang, Griswold & Ubick",2009,1,"China"
"341",354,"urn:lsid:nmbe.ch:spidersp:022858","Agelenidae","Coelotes","rhododendri","","Brignoli",1978,0,"Turkey"
"342",355,"urn:lsid:nmbe.ch:spidersp:042604","Agelenidae","Coelotes","robustior","","Nishikawa",2009,0,"Japan"
"343",356,"urn:lsid:nmbe.ch:spidersp:022859","Agelenidae","Coelotes","robustus","","Wang, Yin, Peng & Xie",1990,0,"China"
"344",357,"urn:lsid:nmbe.ch:spidersp:022861","Agelenidae","Coelotes","rudolfi","","Schenkel",1925,1,"Switzerland"
"345",358,"urn:lsid:nmbe.ch:spidersp:022934","Agelenidae","Coelotes","rugosus","","Wang, Peng & Kim",1996,1,"China"
"346",359,"urn:lsid:nmbe.ch:spidersp:037804","Agelenidae","Coelotes","saccatus","","Peng & Yin",1998,0,"China"
"347",360,"urn:lsid:nmbe.ch:spidersp:046502","Agelenidae","Aeolocoelotes","saikaiensis","","Okumura",2013,1,"Japan"
"348",361,"urn:lsid:nmbe.ch:spidersp:042620","Agelenidae","Aeolocoelotes","sanoi","","Nishikawa",2009,1,"Japan"
"349",362,"urn:lsid:nmbe.ch:spidersp:042622","Agelenidae","Curticoelotes","sawadai","","Nishikawa",2009,1,"Japan"
"350",363,"urn:lsid:nmbe.ch:spidersp:022867","Agelenidae","Coelotes","septus","","Wang, Yin, Peng & Xie",1990,0,"China"
"351",364,"urn:lsid:nmbe.ch:spidersp:037121","Agelenidae","Coelotes","shimajiriensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"352",366,"urn:lsid:nmbe.ch:spidersp:022871","Agelenidae","Coelotes","simplex","","O. Pickard-Cambridge",1885,0,"Pakistan"
"353",367,"urn:lsid:nmbe.ch:spidersp:022874","Agelenidae","Coelotes","solitarius","","L. Koch",1868,0,"Europe"
"354",368,"urn:lsid:nmbe.ch:spidersp:043033","Agelenidae","Coelotes","songae","","Liu, Li & Pham",2010,0,"Vietnam"
"355",369,"urn:lsid:nmbe.ch:spidersp:037819","Agelenidae","Coelotes","sordidus","","Ovtchinnikov",2000,0,"Kazakhstan, Kyrgyzstan"
"356",370,"urn:lsid:nmbe.ch:spidersp:037820","Agelenidae","Coelotes","striatilamnis","","Ovtchinnikov",2000,0,"Kazakhstan, Kyrgyzstan"
"357",371,"urn:lsid:nmbe.ch:spidersp:037821","Agelenidae","Coelotes","striatilamnis","ketmenensis","Ovtchinnikov",2001,0,"Kazakhstan"
"358",372,"urn:lsid:nmbe.ch:spidersp:022880","Agelenidae","Coelotes","stylifer","","Caporiacco",1935,0,"Kashmir"
"359",373,"urn:lsid:nmbe.ch:spidersp:042602","Agelenidae","Coelotes","suruga","","Nishikawa",2009,0,"Japan"
"360",374,"urn:lsid:nmbe.ch:spidersp:040282","Agelenidae","Coelotes","suthepicus","","Dankittipakul, Chami-Kranon & Wang",2005,0,"Thailand"
"361",375,"urn:lsid:nmbe.ch:spidersp:042614","Agelenidae","Coelotes","takanawaensis","","Nishikawa",2009,0,"Japan"
"362",376,"urn:lsid:nmbe.ch:spidersp:022884","Agelenidae","Dichodactylus","tarumii","","Arita",1976,1,"Japan"
"363",377,"urn:lsid:nmbe.ch:spidersp:042623","Agelenidae","Curticoelotes","taurus","","Nishikawa",2009,1,"Japan"
"364",378,"urn:lsid:nmbe.ch:spidersp:022886","Agelenidae","Coelotes","tegenarioides","","O. Pickard-Cambridge",1885,0,"Pakistan"
"365",379,"urn:lsid:nmbe.ch:spidersp:022890","Agelenidae","Coelotes","terrestris","","Wider",1834,1,"Europe, Turkey"
"366",380,"urn:lsid:nmbe.ch:spidersp:038751","Agelenidae","Sinocoelotes","thailandensis","","Dankittipakul & Wang",2003,1,"Thailand"
"367",381,"urn:lsid:nmbe.ch:spidersp:022892","Agelenidae","Coelotes","tiantongensis","","Zhang, Peng & Kim",1997,0,"China"
"368",382,"urn:lsid:nmbe.ch:spidersp:022893","Agelenidae","Coelotes","titaniacus","","Brignoli",1977,0,"Greece"
"369",383,"urn:lsid:nmbe.ch:spidersp:042597","Agelenidae","Coelotes","tochigiensis","","Nishikawa",2009,0,"Japan"
"370",384,"urn:lsid:nmbe.ch:spidersp:042613","Agelenidae","Coelotes","tojoi","","Nishikawa",2009,0,"Japan"
"371",385,"urn:lsid:nmbe.ch:spidersp:037122","Agelenidae","Coelotes","tokaraensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"372",386,"urn:lsid:nmbe.ch:spidersp:037123","Agelenidae","Coelotes","tokunoshimaensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"373",387,"urn:lsid:nmbe.ch:spidersp:042593","Agelenidae","Coelotes","tominagai","","Nishikawa",2009,0,"Japan"
"374",388,"urn:lsid:nmbe.ch:spidersp:037124","Agelenidae","Coelotes","tonakiensis","","Shimojana",2000,0,"Japan (Ryukyu Is.)"
"375",390,"urn:lsid:nmbe.ch:spidersp:037823","Agelenidae","Coelotes","transiliensis","","Ovtchinnikov",2000,0,"Kazakhstan, Kyrgyzstan"
